i_id,j_id,dist_ij
0,0,35.715069134075705
0,1,63.06550251618335
0,2,42.31458922666762
0,3,49.85210027951881
0,4,40.82893190765
0,5,51.643338301478444
0,6,63.53732878700993
0,7,31.47391792214851
0,8,68.26096509002763
0,9,53.662078040450055
0,10,54.858755440404785
0,11,66.25747874230593
0,12,43.398246346050655
0,13,25.47854290413274
0,14,39.660553377072745
0,15,64.31359577018819
0,16,59.28766646400084
0,17,45.66815522546727
0,18,31.785715963863655
0,19,45.66551458181883
0,20,52.288381042857765
0,21,72.35205989004592
0,22,71.54222317272786
0,23,59.82614814222265
0,24,46.85244595480651
0,25,56.97562637619126
0,26,71.25475070024282
0,27,34.191968580685575
0,28,47.416761187634926
0,29,42.58140943533084
0,30,26.80721158941017
0,31,63.80793110229052
0,32,46.36978429003524
0,33,69.37873172811558
0,34,55.08406203636453
0,35,37.56779830895374
0,36,75.61772582456203
0,37,56.16006436969728
0,38,33.955154347883514
0,39,60.942611402916455
0,40,61.831571800922504
0,41,49.23888689932952
0,42,50.15256619487252
0,43,40.597169380282416
0,44,59.82931998017522
0,45,23.60031933103529
0,46,40.02608889264081
0,47,62.425181776624214
0,48,33.16856277018029
0,49,54.602471444745575
0,50,60.74737618096995
0,51,34.33713316443135
0,52,42.83142923590298
0,53,41.51698388822139
0,54,19.087571464748777
0,55,22.686760914620603
0,56,66.31809609304969
0,57,55.220360531387584
0,58,67.28245778290551
0,59,44.30572621428646
0,60,46.94269649892534
0,61,56.20732872119258
0,62,51.98446405557235
0,63,39.32391117130089
0,64,42.724433264450575
0,65,62.19008574473497
0,66,60.89767422042074
0,67,42.595077566497125
0,68,53.28500681157638
0,69,39.95794135094412
0,70,48.807739535135916
0,71,44.19947918810451
0,72,37.41492989565254
0,73,66.21929897142925
0,74,29.919575959140353
0,75,69.96487540168167
0,76,66.52311217162669
0,77,48.99388081724676
0,78,54.73472029279193
0,79,57.26851675263879
0,80,69.10955345253872
0,81,43.064325118750446
0,82,52.97613875654653
0,83,29.8957877636371
0,84,66.66042403587758
0,85,56.23028567491484
0,86,35.41480923973588
0,87,58.08993121481543
0,88,66.79549409849305
0,89,44.82905319500982
0,90,71.89936869293003
0,91,52.154417760715134
0,92,28.415685402445916
0,93,46.8662346071314
0,94,39.77576569411828
0,95,53.85385187040575
0,96,58.14740863622092
0,97,23.27181356190525
0,98,63.360222046465374
0,99,49.27122014031961
0,100,48.313549337454575
0,101,48.075524948148576
0,102,46.48481335238157
0,103,58.91498990000086
0,104,51.25013892511104
0,105,44.0426235527786
0,106,35.712399131544124
0,107,56.608533085553354
0,108,22.397398244312146
0,109,39.660629531965775
0,110,56.27471470905163
0,111,44.22247032929366
0,112,50.61618170041901
0,113,77.79872625185236
0,114,69.0382665894067
0,115,64.47426389807012
0,116,63.801789575098034
0,117,65.37018259398985
0,118,62.1049253128402
0,119,51.80338569001006
0,120,74.63917013444039
0,121,34.204539966474705
0,122,47.570677897696754
0,123,43.3393979619604
0,124,39.79307018693543
0,125,61.541627249220745
0,126,54.65234671319976
0,127,28.81550632641347
0,128,62.543066845596464
0,129,71.80864215510307
0,130,66.94612832290309
0,131,53.079813800000345
0,132,36.02360022505958
0,133,33.21557886202604
0,134,29.34524173574084
0,135,71.10435515638923
0,136,44.24103995463969
0,137,68.11661406570687
0,138,37.770419288889215
0,139,57.6498169000006
0,140,57.2925412512116
0,141,46.07412831368325
0,142,53.12077680000099
0,143,56.819304373684936
0,144,66.99719711480198
0,145,64.09108186036217
0,146,27.101668715790378
0,147,58.84858219096117
0,148,67.25485449332851
0,149,41.10014976177012
0,150,68.69792574210615
0,151,52.84225773096169
0,152,61.887612485770504
0,153,51.41615673707953
0,154,37.16157014030747
0,155,48.49154735371757
0,156,24.118409828572002
0,157,57.700841482569786
0,158,45.75266404464066
0,159,70.48806035471236
0,160,25.60372668318668
0,161,31.228476053959664
0,162,60.25310544394814
0,163,42.74930431549361
0,164,53.573132508827776
0,165,30.30364754606838
0,166,65.051679041745
0,167,39.661673313373186
0,168,32.74177866361112
0,169,69.56729715699021
0,170,64.26258190157155
0,171,51.54803632252605
0,172,54.28231954339316
0,173,73.71903904875697
0,174,59.87953810460116
0,175,42.31816843703767
0,176,19.980117882759163
